endpoint,task_type,seed,outer_fold,inner_fold,split_regime,outer_split_type,inner_split_type,train_n,validation_n,test_n,train_scaffold_n,validation_scaffold_n,test_scaffold_n,group_definition,train_group_n,validation_group_n,test_group_n,target_mean,target_sd,target_range,train_target_mean,train_target_sd,train_target_min,train_target_max,train_target_range,validation_target_mean,validation_target_sd,validation_target_min,validation_target_max,validation_target_range,test_target_mean,test_target_sd,test_target_min,test_target_max,test_target_range,outer_split_hash,split_hash,no_scaffold_overlap,no_group_overlap,max_train_validation_tanimoto,max_train_test_tanimoto,max_validation_test_tanimoto
freesolv,regression,53,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,110,160,Bemis-Murcko scaffold,112,110,160,-3.3462616822429903,3.520685625545672,21.49,-4.134793103448276,3.811581348888021,-18.72,3.16,21.88,-3.8140579710144937,4.335444081461108,-25.47,3.13,28.6,-3.3462616822429903,3.520685625545672,-18.06,3.43,21.49,711bb334309e14219eacd16b5a285a34137bd33e060d529020fc4eff005b5c8c,54b2344c05efcc436cb5881265df3a81c8247b9e7485ca27da1ed87211977783,True,True,,,
freesolv,regression,53,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,111,111,160,Bemis-Murcko scaffold,111,111,160,-3.3462616822429903,3.520685625545672,21.49,-4.298724137931034,3.754738380268276,-25.47,3.13,28.6,-3.4695652173913047,4.393669113251195,-18.72,3.16,21.88,-3.3462616822429903,3.520685625545672,-18.06,3.43,21.49,711bb334309e14219eacd16b5a285a34137bd33e060d529020fc4eff005b5c8c,b4597c4a753f4def86debff68c3e20b594f5f92dfc300ef3600c8c52028f0781,True,True,,,
freesolv,regression,53,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,111,159,Bemis-Murcko scaffold,112,111,159,-3.90285046728972,4.43386422103639,28.6,-4.112655172413794,3.5566952583767018,-23.62,3.16,26.78,-2.9974637681159417,3.33933230390507,-14.21,3.43,17.64,-3.90285046728972,4.43386422103639,-25.47,3.13,28.6,87961f7c67132fbf0d9bec7ade4b5ec74139f87ec82b063086fb4a0bf575722b,492fa225585212ab83751c1a91fec48bebd681d39047f1ab29d223efbe714694,True,True,,,
freesolv,regression,53,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,290,138,214,112,111,159,Bemis-Murcko scaffold,112,111,159,-3.90285046728972,4.43386422103639,28.6,-3.910137931034483,3.31946633185427,-14.21,3.43,17.64,-3.4230434782608694,3.908844847508208,-23.62,3.16,26.78,-3.90285046728972,4.43386422103639,-25.47,3.13,28.6,87961f7c67132fbf0d9bec7ade4b5ec74139f87ec82b063086fb4a0bf575722b,b3df67a0ca3085a16ac7f9100af3daee557bc3f968131ee17dc14558c169f641,True,True,,,
freesolv,regression,53,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,276,152,214,222,1,159,Bemis-Murcko scaffold,222,1,159,-3.90285046728972,4.43386422103639,28.6,-3.210253623188406,3.634899364492341,-23.62,3.43,27.05,-4.73875,3.0853532030250963,-11.95,1.07,13.02,-3.90285046728972,4.43386422103639,-25.47,3.13,28.6,87961f7c67132fbf0d9bec7ade4b5ec74139f87ec82b063086fb4a0bf575722b,2603077000a702aed1e497bface81bdcbd7cdcb18b2212b904619fe0bb2e48bd,True,True,,,
freesolv,regression,53,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,286,142,214,214,105,63,Bemis-Murcko scaffold,214,105,63,-4.159906542056074,3.4862894423343063,26.78,-3.2148601398601406,3.482897031891192,-18.06,3.43,21.49,-4.449718309859156,4.807518777864578,-25.47,3.13,28.6,-4.159906542056074,3.4862894423343063,-23.62,3.16,26.78,32785045808b593eea4eaef18e0c76e0ec0aa62ce7e43c7190fdc040b6437a36,4c412b041b153e9ec92f6f7a01862b90ade8860e1145c9a98ded5e912190b80b,True,True,,,
freesolv,regression,53,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,285,143,214,212,107,63,Bemis-Murcko scaffold,212,107,63,-4.159906542056074,3.4862894423343063,26.78,-3.980491228070176,4.292770425594572,-25.47,3.43,28.9,-2.9151748251748253,3.270811772682664,-18.06,3.12,21.18,-4.159906542056074,3.4862894423343063,-23.62,3.16,26.78,32785045808b593eea4eaef18e0c76e0ec0aa62ce7e43c7190fdc040b6437a36,d6e4ab9db34c06b9ef7bc2dbe9b822eaaa51d5fad85d1320fb58480f8f348e7d,True,True,,,
freesolv,regression,53,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,285,143,214,212,107,63,Bemis-Murcko scaffold,212,107,63,-4.159906542056074,3.4862894423343063,26.78,-3.679754385964912,4.173082035121727,-25.47,3.13,28.6,-3.514545454545454,3.669805560968279,-14.21,3.43,17.64,-4.159906542056074,3.4862894423343063,-23.62,3.16,26.78,32785045808b593eea4eaef18e0c76e0ec0aa62ce7e43c7190fdc040b6437a36,0f157399bdc931ce6a1d48941ca39ee0dc7ac4a0bed2ef54c805c8ed539f9ac1,True,True,,,
lipo,regression,53,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1073,534,805,Bemis-Murcko scaffold,1073,534,805,2.1677571428571425,1.2212149463820967,5.98,2.224370648098553,1.149048661796614,-1.4,4.5,5.9,2.138102893890675,1.2776507168269249,-1.42,4.5,5.92,2.1677571428571425,1.2212149463820967,-1.5,4.48,5.98,4e8bff187f3717169a2f6b78bf4126460cc1bc95c0e5f80c2e4a306ac998d0ea,8ff5447133991cd4c7b207a088c45d4089454eb3e075b9f06c4125fd36fb69a1,True,True,,,
lipo,regression,53,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1866,934,1400,1070,537,805,Bemis-Murcko scaffold,1070,537,805,2.1677571428571425,1.2212149463820967,5.98,2.1617792068595927,1.191831962946058,-1.42,4.5,5.92,2.2632441113490365,1.1958080901956178,-1.29,4.5,5.79,2.1677571428571425,1.2212149463820967,-1.5,4.48,5.98,4e8bff187f3717169a2f6b78bf4126460cc1bc95c0e5f80c2e4a306ac998d0ea,9371ba4ffb33f332d2fb67a8a05635704cc2cd9a465433e6bd3cb1ca0f620dc2,True,True,,,
lipo,regression,53,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1071,536,805,Bemis-Murcko scaffold,1071,536,805,2.1677571428571425,1.2212149463820967,5.98,2.2007070166041776,1.238634950927948,-1.42,4.5,5.92,2.1854555198285106,1.099516832729274,-1.4,4.5,5.9,2.1677571428571425,1.2212149463820967,-1.5,4.48,5.98,4e8bff187f3717169a2f6b78bf4126460cc1bc95c0e5f80c2e4a306ac998d0ea,ffc95ce249549e11280b7c8bd609c743082ac2a4df51ee60a7e2675924311f3e,True,True,,,
lipo,regression,53,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1866,934,1400,1071,537,804,Bemis-Murcko scaffold,1071,537,804,2.2300500000000003,1.1879438139085423,5.92,2.120289389067524,1.226537803426047,-1.48,4.5,5.98,2.2527623126338328,1.1721818834470454,-1.5,4.5,6.0,2.2300500000000003,1.1879438139085423,-1.42,4.5,5.92,5b4002684324e19f7678bda562e200cf4bd07ad59aea22907739ea0b2c992c7d,0338558cb610fe3271a12a5c22ccd94508a3f930ce80f58465ab2105885ceaf4,True,True,,,
lipo,regression,53,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1071,537,804,Bemis-Murcko scaffold,1071,537,804,2.2300500000000003,1.1879438139085423,5.92,2.163524370648098,1.2003319498091582,-1.5,4.5,6.0,2.1663879957127548,1.2300073831495988,-1.17,4.5,5.67,2.2300500000000003,1.1879438139085423,-1.42,4.5,5.92,5b4002684324e19f7678bda562e200cf4bd07ad59aea22907739ea0b2c992c7d,13d02c92585cee3715360ba3cb0f6ce3defa4dbf7861eb8adda9cf31bdfa4345,True,True,,,
lipo,regression,53,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1074,534,804,Bemis-Murcko scaffold,1074,534,804,2.2300500000000003,1.1879438139085423,5.92,2.209598286020354,1.2018816969481694,-1.5,4.5,6.0,2.074190782422294,1.221978411528258,-1.48,4.5,5.98,2.2300500000000003,1.1879438139085423,-1.42,4.5,5.92,5b4002684324e19f7678bda562e200cf4bd07ad59aea22907739ea0b2c992c7d,6bcf3075794cb2d2c5b348804a3cbc3f1e0f421110bade85d0c12e45796ed1b4,True,True,,,
lipo,regression,53,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1866,934,1400,1072,537,803,Bemis-Murcko scaffold,1072,537,803,2.1612,1.1992732443068863,5.92,2.2868595927116826,1.1729136967657705,-1.5,4.5,6.0,2.023179871520343,1.2485421534238628,-1.48,4.48,5.960000000000001,2.1612,1.1992732443068863,-1.42,4.5,5.92,ca1c82a73cd45b8ab4ceaae9cbb18149e821da897484f744cb1b4a4de16c9f4a,8890b5dbda1297829a3644270c9e228637a08dc172a136b9db547795939927ea,True,True,,,
lipo,regression,53,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1073,536,803,Bemis-Murcko scaffold,1073,536,803,2.1612,1.1992732443068863,5.92,2.151440814140332,1.2261348887401549,-1.48,4.5,5.98,2.2938799571275457,1.1559891415776755,-1.5,4.48,5.98,2.1612,1.1992732443068863,-1.42,4.5,5.92,ca1c82a73cd45b8ab4ceaae9cbb18149e821da897484f744cb1b4a4de16c9f4a,8776e157f8b43a58746c29f1af27f1840c86acf5ed011e83dd8f57375f4a067b,True,True,,,
lipo,regression,53,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,1867,933,1400,1073,536,803,Bemis-Murcko scaffold,1073,536,803,2.1612,1.1992732443068863,5.92,2.1584574183181577,1.2104534323902758,-1.5,4.48,5.98,2.27983922829582,1.1901762933775226,-1.42,4.5,5.92,2.1612,1.1992732443068863,-1.42,4.5,5.92,ca1c82a73cd45b8ab4ceaae9cbb18149e821da897484f744cb1b4a4de16c9f4a,3a31e9d9f3465aa4c5c580d653027a78ea2da3e57307d959abd1d1f2e6675836,True,True,,,
tdc_caco2_wang,regression,53,1,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,207,107,160,Bemis-Murcko scaffold,207,107,160,-5.253586806291391,0.8127703807239166,4.0305152,-5.220723702977668,0.7051432448170548,-7.5214391,-3.8199999,3.7014392,-5.264559370646766,0.86047680262601,-7.382024799999999,-3.51,3.8720247999999993,-5.253586806291391,0.8127703807239166,-7.7600002,-3.729485,4.0305152,c8a2bee4da2b0e63f04c6b4a6cabab449342e1c4241ad8640359f6e7cd8f22f3,ca5b994a3ddb7532a3b77a7b8ec84fd2524844f13421703c019c8ac54efecd09,True,True,,,
tdc_caco2_wang,regression,53,1,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,402,202,302,210,104,160,Bemis-Murcko scaffold,210,104,160,-5.253586806291391,0.8127703807239166,4.0305152,-5.206579813432835,0.80674398439545,-7.5214391,-3.51,4.0114391000000005,-5.292490102970297,0.6550590348078024,-7.23,-3.8199999,3.4100001000000004,-5.253586806291391,0.8127703807239166,-7.7600002,-3.729485,4.0305152,c8a2bee4da2b0e63f04c6b4a6cabab449342e1c4241ad8640359f6e7cd8f22f3,a2d6ade7e36a9dc39974db1f01b612c96bcbd712fe524c2184584d73ad970c57,True,True,,,
tdc_caco2_wang,regression,53,1,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,211,103,160,Bemis-Murcko scaffold,211,103,160,-5.253586806291391,0.8127703807239166,4.0305152,-5.278559390322581,0.7636196744845332,-7.382024799999999,-3.51,3.8720247999999993,-5.148600256218905,0.746825742553648,-7.5214391,-3.9006648,3.6207743,-5.253586806291391,0.8127703807239166,-7.7600002,-3.729485,4.0305152,c8a2bee4da2b0e63f04c6b4a6cabab449342e1c4241ad8640359f6e7cd8f22f3,b10dde99cd5604cc8c483aaae7ed18d62d157473486fe914f5db1ce78ed1504a,True,True,,,
tdc_caco2_wang,regression,53,2,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,402,202,302,209,108,157,Bemis-Murcko scaffold,209,108,157,-5.330593462582781,0.7577398758970645,3.6334107,-5.237707763681593,0.7917647098914905,-7.7600002,-3.7777722,3.982228000000001,-5.115413636633662,0.7639604745201569,-7.389999900000001,-3.51,3.8799999000000014,-5.330593462582781,0.7577398758970645,-7.5214391,-3.8880284,3.6334107,c7e1456b2e9a53230b33a5cf9aefcf6746bfb06fd758763642802f0a8554eaa1,f4cd37a720a39adf227a20ae11e8218c8c98a2c4efeac9b8dd593dcbae92a47d,True,True,,,
tdc_caco2_wang,regression,53,2,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,214,103,157,Bemis-Murcko scaffold,214,103,157,-5.330593462582781,0.7577398758970645,3.6334107,-5.205074767245657,0.7826757453480855,-7.7600002,-3.51,4.250000200000001,-5.180233554228856,0.7885571047390699,-7.619999900000002,-3.7777722,3.842227700000002,-5.330593462582781,0.7577398758970645,-7.5214391,-3.8880284,3.6334107,c7e1456b2e9a53230b33a5cf9aefcf6746bfb06fd758763642802f0a8554eaa1,4274da204af2082de769ec5510506a6012923bdc0f26d3cf96d85d18773e64fa,True,True,,,
tdc_caco2_wang,regression,53,2,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,211,106,157,Bemis-Murcko scaffold,211,106,157,-5.330593462582781,0.7577398758970645,3.6334107,-5.147743173697271,0.776038109415914,-7.619999900000002,-3.51,4.109999900000002,-5.295181973134329,0.792751700503909,-7.7600002,-3.8199999,3.9400003,-5.330593462582781,0.7577398758970645,-7.5214391,-3.8880284,3.6334107,c7e1456b2e9a53230b33a5cf9aefcf6746bfb06fd758763642802f0a8554eaa1,47f7f8b3b3c61ad75d3b739a65d7306e6538338e460170adb3ef4ec0187db4ec,True,True,,,
tdc_caco2_wang,regression,53,3,1,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,211,106,157,Bemis-Murcko scaffold,211,106,157,-5.14002933807947,0.7513408119328424,3.7200000000000006,-5.285867156575683,0.7633482172834298,-7.619999900000002,-3.729485,3.8905149000000017,-5.304567050248757,0.8314665493722297,-7.7600002,-3.7777722,3.982228000000001,-5.14002933807947,0.7513408119328424,-7.23,-3.51,3.7200000000000006,ba91b0a782a7de85e57efb22007e933263ce67469e2d84917decac2c40fa2c60,2e67e08207504b5d86299326bf952ffec0f1136358b990968b928b56f7b14fda,True,True,,,
tdc_caco2_wang,regression,53,3,2,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,402,202,302,212,105,157,Bemis-Murcko scaffold,212,105,157,-5.14002933807947,0.7513408119328424,3.7200000000000006,-5.321269303731342,0.8263477886682352,-7.7600002,-3.729485,4.0305152,-5.234020698514852,0.6972343245883625,-7.389999900000001,-3.8880284,3.501971500000001,-5.14002933807947,0.7513408119328424,-7.23,-3.51,3.7200000000000006,ba91b0a782a7de85e57efb22007e933263ce67469e2d84917decac2c40fa2c60,958526cf07b1d880bef0e2e6abe9fbe2dbde46ba8e7736e015b1a4337bc7dbc7,True,True,,,
tdc_caco2_wang,regression,53,3,3,scaffold,seeded_scaffold_group_balanced,seeded_scaffold_group_balanced,403,201,302,211,106,157,Bemis-Murcko scaffold,211,106,157,-5.14002933807947,0.7513408119328424,3.7200000000000006,-5.26920634789082,0.7669835099172782,-7.7600002,-3.7777722,3.982228000000001,-5.337971557213931,0.8229327105495803,-7.619999900000002,-3.729485,3.8905149000000017,-5.14002933807947,0.7513408119328424,-7.23,-3.51,3.7200000000000006,ba91b0a782a7de85e57efb22007e933263ce67469e2d84917decac2c40fa2c60,8547ec41c8dae00828fd6f6efdd3a3608dad4f2ef2a22ffe8b2a6c11d4471fd7,True,True,,,
