task,task_type,candidate_count,transformation,reference_label,n_outer_units,n_columns_after_transform,bootstrap_replicates,split_replication_status,empirical_entropy_rank,ledoit_wolf_entropy_rank,bootstrap_median_entropy_rank,bootstrap_ci95_low_entropy_rank,bootstrap_ci95_high_entropy_rank,mc_1000_entropy_rank_median,mc_1000_entropy_rank_ci_low,mc_1000_entropy_rank_ci_high,mc_2000_entropy_rank_median,mc_2000_entropy_rank_ci_low,mc_2000_entropy_rank_ci_high,mc_3000_entropy_rank_median,mc_3000_entropy_rank_ci_low,mc_3000_entropy_rank_ci_high,mc_4000_entropy_rank_median,mc_4000_entropy_rank_ci_low,mc_4000_entropy_rank_ci_high,mc_5000_entropy_rank_median,mc_5000_entropy_rank_ci_low,mc_5000_entropy_rank_ci_high,empirical_participation_rank,ledoit_wolf_participation_rank,bootstrap_median_participation_rank,bootstrap_ci95_low_participation_rank,bootstrap_ci95_high_participation_rank,mc_1000_participation_rank_median,mc_1000_participation_rank_ci_low,mc_1000_participation_rank_ci_high,mc_2000_participation_rank_median,mc_2000_participation_rank_ci_low,mc_2000_participation_rank_ci_high,mc_3000_participation_rank_median,mc_3000_participation_rank_ci_low,mc_3000_participation_rank_ci_high,mc_4000_participation_rank_median,mc_4000_participation_rank_ci_low,mc_4000_participation_rank_ci_high,mc_5000_participation_rank_median,mc_5000_participation_rank_ci_low,mc_5000_participation_rank_ci_high,empirical_median_correlation,ledoit_wolf_median_correlation,bootstrap_median_median_correlation,bootstrap_ci95_low_median_correlation,bootstrap_ci95_high_median_correlation,mc_1000_median_correlation_median,mc_1000_median_correlation_ci_low,mc_1000_median_correlation_ci_high,mc_2000_median_correlation_median,mc_2000_median_correlation_ci_low,mc_2000_median_correlation_ci_high,mc_3000_median_correlation_median,mc_3000_median_correlation_ci_low,mc_3000_median_correlation_ci_high,mc_4000_median_correlation_median,mc_4000_median_correlation_ci_low,mc_4000_median_correlation_ci_high,mc_5000_median_correlation_median,mc_5000_median_correlation_ci_low,mc_5000_median_correlation_ci_high
clintox,classification,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,3.8080387017090476,6.2859738831424306,5.148217845843723,2.7739583074404086,11.354891764648272,5.24706345909589,2.765433047468507,11.222000939652844,5.130153122372936,2.765433047468507,11.191949533640626,5.204698837865253,2.785485847881849,11.311245556679648,5.1626847483703315,2.7795907957575965,11.449511072620862,5.148217845843723,2.7739583074404086,11.354891764648272,2.0935706005779955,2.7046439626938414,2.4620677576434344,1.613753913495213,5.42441207681259,2.483353886296319,1.625285077479119,5.418852471110305,2.4518272171750892,1.6130600285514711,5.372182571185544,2.478690424231997,1.625285077479119,5.417930560099837,2.466813055080803,1.6193347112734886,5.483778691851185,2.4620677576434344,1.613753913495213,5.42441207681259,0.6789731474664945,0.5910193629274508,0.6315303191676568,0.3614818889081954,0.8024033411080733,0.6291123793131113,0.36530592273269086,0.8044681171201666,0.6329868462060235,0.36671001590260843,0.8044681171201666,0.629632756216649,0.36143897020956617,0.8010995288720856,0.6306784969187879,0.35464369443361776,0.8018103436102586,0.6315303191676568,0.3614818889081954,0.8024033411080733
clintox,classification,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,6.274091344335841,14.013249832314584,10.201972960655848,4.638872161032473,20.454970384215592,10.093147910074855,4.570603054165108,20.093609519144643,10.053272360158218,4.583104402274339,20.092389627564657,10.051551628977819,4.599475695115329,20.436308217344127,10.158923915166257,4.618498894877785,20.41434999286831,10.201972960655848,4.638872161032473,20.454970384215592,3.6528557653226117,6.658682024731404,5.06609116492061,2.466190685945791,12.79352545593955,5.046523196452721,2.4465422547857605,12.572778969496241,5.039495412096147,2.450448303179526,12.683395395593534,5.01485870154601,2.4446806440782356,12.940536243148529,5.050221584855271,2.4499804961665883,12.845109266807214,5.06609116492061,2.466190685945791,12.79352545593955,0.46521893377761864,0.32508397373172615,0.3721518091319153,0.11644378751439867,0.6334951047406078,0.380248773790077,0.13190807460324572,0.6376012685229909,0.376121225987453,0.12303607641174145,0.634616347992078,0.3767859259992006,0.12161563141974438,0.6354742558035069,0.37298949001891646,0.11666318517981764,0.6351859691062324,0.3721518091319153,0.11644378751439867,0.6334951047406078
esol,regression,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,1.2123631581738175,1.8658141688508874,1.8356180517871539,1.3471290539311667,3.8948294848802143,1.8289928462984384,1.3513898778301225,3.6926656652953476,1.833261334025381,1.3467642430170108,3.8948294848802147,1.8295632073669892,1.3498178857128433,3.896232938392666,1.8301110794424496,1.353818906755202,3.94685828943252,1.8356180517871539,1.3471290539311667,3.8948294848802143,1.0739249242547435,1.229638091133076,1.2236212807105482,1.0925954125347899,1.7611461882640396,1.2213572696943404,1.0935964780514502,1.7244627452788597,1.223310716252502,1.0924268996341866,1.7746408422721522,1.2224451710555357,1.0925954125347899,1.7746408422721534,1.2226392151925998,1.0935050044615973,1.7960987962762245,1.2236212807105482,1.0925954125347899,1.7611461882640396,0.9771715104039527,0.91082780519036,0.9138337886811079,0.7575871249363004,0.96376955671521,0.9155935126190153,0.7736934115285037,0.9624591176775544,0.9140343649225158,0.7596483968290444,0.9634476142322286,0.9145920388608937,0.7571798023775446,0.96344511324607,0.914468391674094,0.7532768248349129,0.9632377309594269,0.9138337886811079,0.7575871249363004,0.96376955671521
esol,regression,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,1.5298484299801776,2.2058054092188084,2.120114870104233,1.5598854709724157,5.03829304022528,2.11845941694789,1.5765255326458782,4.948679307089886,2.1137744956187716,1.5668261527846314,4.9062138227804555,2.114670489436149,1.5698703198932789,4.906213822780456,2.119023844035622,1.5665732471345215,5.067297662330161,2.120114870104233,1.5598854709724157,5.03829304022528,1.2083873440174233,1.3638445259401886,1.345254216972184,1.172014127346469,2.181493366760692,1.34600933356016,1.1797866830124872,2.1725067096381596,1.3428050610410587,1.1741586967080053,2.14801718098877,1.3420564539249633,1.1732187618293988,2.14859622397349,1.3440022821020947,1.1728699342395035,2.181493366760692,1.345254216972184,1.172014127346469,2.181493366760692,0.9387750492203836,0.8813453466095151,0.8849907824088027,0.6885535612683762,0.9411486431086875,0.8852324134489571,0.6901925652126606,0.9392580283117297,0.8856063659321631,0.6951857224699168,0.9400836006796137,0.8857494680957764,0.6933941918793525,0.9403579056780627,0.885324981411706,0.6864591760052641,0.9405053048750666,0.8849907824088027,0.6885535612683762,0.9411486431086875
esol,regression,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,2.7339984991141244,4.601479037796696,4.255324693934702,2.3981963127633743,9.12887895711031,4.288421707906907,2.4488637572615497,8.878161739965599,4.237599423085552,2.415504386782963,9.330105293927186,4.262470768401193,2.415504386782963,9.197701419657394,4.252996714797667,2.405689216319361,9.125937427870214,4.255324693934702,2.3981963127633743,9.12887895711031,1.8237681382581599,2.2872978521751337,2.2249505904626012,1.499750097776933,4.24240992779568,2.2409884779105207,1.5207998232553344,4.138244040907088,2.2127214240050286,1.5138129869976773,4.177182825397718,2.230216669884952,1.508396896705491,4.2532857886845,2.22334080605798,1.498420380030961,4.23723160744391,2.2249505904626012,1.499750097776933,4.24240992779568,0.7292880143631356,0.6460185062112488,0.6646531452701425,0.3789369563776493,0.8453149276266859,0.6607758339312158,0.3809036535875334,0.8403600463886031,0.6644192443526316,0.3792203194507886,0.8413818825200251,0.663765096514154,0.3809675014066466,0.8417623494321305,0.6643748939702463,0.3792203194507886,0.8443408705476344,0.6646531452701425,0.3789369563776493,0.8453149276266859
esol,regression,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,3.930407723705368,7.314413308120644,6.1783427202383585,3.9588860428709247,10.413277566918596,6.0922780044619,3.958511947284844,10.19826723582914,6.111196879754479,3.958511947284844,9.964227223752488,6.138067439029673,3.958616460923263,10.100475425358153,6.157199151272532,3.9726552498840877,10.232487294058537,6.1783427202383585,3.9588860428709247,10.413277566918596,2.8378836684506354,3.8848063315263146,3.3943804826113784,2.3200301381573474,5.3774616415055965,3.344131153632219,2.3179945575815215,5.2614800349335775,3.3672857226484485,2.3179945575815215,5.118290250521672,3.382006586370801,2.3017835301869303,5.222175513605424,3.389287584294393,2.3190197915129764,5.277163036976378,3.3943804826113784,2.3200301381573474,5.3774616415055965,0.1037744980370608,0.08703159856483554,0.11822321096238719,-0.059728602327306174,0.29047613590810983,0.11819161432898746,-0.06371034223245471,0.30069090456557396,0.11984273985249383,-0.06091963918215945,0.29287614302214743,0.11909691768127129,-0.060919248589526104,0.2891493870600139,0.11946347670968874,-0.06108708546789858,0.2891493870600139,0.11822321096238719,-0.059728602327306174,0.29047613590810983
freesolv,regression,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,1.1996366715023978,2.7236785978686258,2.290697617371118,1.3786340666029673,5.912997308039023,2.284220576761288,1.4126031375208146,6.051531828535845,2.284220576761288,1.402894608207495,5.701857929659889,2.2893117997193553,1.3761814255135283,5.9746314573724515,2.284297500383688,1.374884675014376,5.9746314573724515,2.290697617371118,1.3786340666029673,5.912997308039023,1.0646200546423625,1.4363994535343731,1.3414361422059278,1.0961387207674174,2.2713362212607273,1.3359703009826247,1.105554193259282,2.3442954158280638,1.3368630429199992,1.1023334448405515,2.2090382728659543,1.3402127183792274,1.0960629407583267,2.306088288105163,1.339845883836965,1.0939967945823286,2.305785127259904,1.3414361422059278,1.0961387207674174,2.2713362212607273,0.9770291645896222,0.8358984290099737,0.8702346735208871,0.6591228088300528,0.9586499835121687,0.8710000946883305,0.6514365932869136,0.9549545312720105,0.8708110704836023,0.6594109095337224,0.9571857482775648,0.8703907821351649,0.657259968317994,0.9587582066612486,0.8709986423699241,0.657259968317994,0.9596152246915775,0.8702346735208871,0.6591228088300528,0.9586499835121687
freesolv,regression,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,1.8679579986994377,2.9361338510167228,2.8145242902396674,1.80946369279381,5.314381607213152,2.8113845502890316,1.7719823728812978,5.1878375662007015,2.8207277356757974,1.8056990324734226,5.2562544972435745,2.818860621665028,1.8029543400550205,5.281762533347631,2.819000146691399,1.808331593372991,5.2906190796411865,2.8145242902396674,1.80946369279381,5.314381607213152,1.3433609721296682,1.5892025688282436,1.572943353339606,1.2496040898017209,2.3617047276617398,1.5716527138173138,1.2361418882256443,2.271993509156024,1.5739362073232623,1.2486500920453132,2.2949298183991234,1.5764819160060108,1.247319869224349,2.3167124539063657,1.5746044446682055,1.2513883059221025,2.3434336659597577,1.572943353339606,1.2496040898017209,2.3617047276617398,0.8809813335318839,0.8066142221947191,0.8156641019112763,0.6489665362956349,0.912398750040196,0.8163303639914412,0.6632197556920393,0.9149594056023707,0.8155847238719152,0.6583988201749127,0.9137205544546855,0.8148708308222457,0.6564040831591114,0.9142637139604228,0.8153550422047637,0.6492493968010872,0.9130234012154034,0.8156641019112763,0.6489665362956349,0.912398750040196
freesolv,regression,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,5.379829999266045,14.390547595616203,9.532147046416311,5.168713226008399,19.98868201645862,9.552121811026394,4.780975992559056,19.635119236849953,9.471715159543912,5.118061351939101,19.877734040051752,9.513537369847981,5.153894109741555,20.001394034623825,9.53543978026335,5.150436081196283,19.92552221426287,9.532147046416311,5.168713226008399,19.98868201645862,3.8220570313341,7.67445488650339,4.952815240851309,2.9556487175138715,12.309111202203981,4.974695757792477,2.8002821002229177,11.922079237414819,4.918302748681691,2.982087772530372,12.085482156854518,4.944450068633232,2.988986003237254,12.289074114096326,4.949004110447916,2.9560707552535064,12.227940235580142,4.952815240851309,2.9556487175138715,12.309111202203981,0.34556697493387367,0.225925188624631,0.2767117615315561,-0.00321977936700611,0.5040688313618912,0.2730471882263301,-0.007886013936001674,0.5136159163382243,0.2727134016399195,-0.01175127599931752,0.5013083157656878,0.2767032659073534,0.001169148134405058,0.500838214113319,0.2760489456973174,-0.00268660560223421,0.503938800605695,0.2767117615315561,-0.00321977936700611,0.5040688313618912
freesolv,regression,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,3.520493943905942,10.604837514883942,7.548928922655944,3.4634709979945937,17.844748377687814,7.589990605243127,3.5695429459829326,18.235627849613195,7.652790917047065,3.599773943732856,17.83408653859346,7.577501932691421,3.46987677134794,17.91772061368295,7.553653106714281,3.4129356558481376,17.83216216631181,7.548928922655944,3.4634709979945937,17.844748377687814,2.2932363426563285,4.549654834696336,3.5363779294577853,1.916364331564709,9.41344934214694,3.542525634226954,1.961917936887798,9.572830733784377,3.57401452185498,1.9633304522536037,9.496841488917449,3.561788261278288,1.9340078217610757,9.41344934214694,3.5415790276226824,1.9044551856460783,9.22474875393632,3.5363779294577853,1.916364331564709,9.41344934214694,0.642060423317232,0.4375570028234248,0.46412482024928414,0.15407441306200095,0.758069056774111,0.46185839764519865,0.1461873235257453,0.7408358620004774,0.4661881971906855,0.1547814218782201,0.740609136961098,0.46110141412271355,0.15478430289542439,0.7491923238528428,0.4639980504561677,0.15407441306200095,0.7581589593047271,0.46412482024928414,0.15407441306200095,0.758069056774111
lipo,regression,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,1.9804392619916606,3.5846539001641697,3.17086821986785,1.8381569649408083,6.932646397214506,3.17086821986785,1.8271115238221296,7.41679624081599,3.1397662763601724,1.8065801364417378,6.8652408375169625,3.1486604594279934,1.8375134888120284,7.016037107726527,3.1633992401178963,1.8380103557794458,7.054369119831827,3.17086821986785,1.8381569649408083,6.932646397214506,1.3782627648533914,1.7539927315535209,1.672930003411345,1.2546280908906353,2.933569975820747,1.6719141601011347,1.2505836381273394,3.111454508900443,1.661185403944323,1.2490276059580825,2.9543996688289105,1.6636014651481252,1.2534407207963698,2.9541251105607693,1.670542277293213,1.2534407207963698,2.934881155617694,1.672930003411345,1.2546280908906353,2.933569975820747,0.889732450207911,0.7836814674288427,0.8068627925273775,0.5845500642284078,0.9207138802872255,0.8078378110010171,0.5758622486465322,0.924629059533275,0.8106476276538648,0.5824515787001207,0.9222494092463839,0.809193126259161,0.5824515787001207,0.920597212691702,0.8073142631407647,0.5845500642284078,0.9207138802872255,0.8068627925273775,0.5845500642284078,0.9207138802872255
